TS ITER	TS TL	TS EP	MDEC		 BR L		BRL S	BR R			BRR S	BRLITER	BRRITER	BRLPG	BRRPG	BRLT	BRRT
2000	10	0.10	64	FB892F4D ACCDB858	32.00	418DEAB7 2CCDB858	32.00	1	1	0.00	0.00	0.00	1.00
2000	10	0.10	128	16B966AC 999D66F9	32.00	2E3E18D4 199D66F9	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.30	64	16B966AC 999D66F9	32.00	2E3E18D4 199D66F9	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.30	128	16B966AC 999D66F9	32.00	2E3E18D4 199D66F9	32.00	1	1	0.00	0.00	1.00	1.00
2000	10	0.50	64	D2047A71 D6527324	32.00	A104E215 8D449FBA	32.00	1	1	0.00	1.00	0.00	0.00
2000	10	0.50	128	D2047A71 D6527324	32.00	A104E215 8D449FBA	32.00	1	1	1.00	1.00	0.00	0.00
2000	10	0.70	64	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	15	78	2.00	3.00	2.00	4.00
2000	10	0.70	128	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	270	16	8.00	4.00	6.00	1.00
2000	10	0.90	64	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	15	18	9.00	9.00	2.00	2.00
2000	10	0.90	128	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	146	16	12.00	10.00	5.00	1.00
2000	10	1.10	64	66212831 4A35A164	0.00	5B0703EA 4F46BDFB	0.00	2000	2000	60.00	60.00	75.00	75.00
2000	15	0.10	64	BB74D93F ED62D266	32.00	812308C1 6D62D266	32.00	1	1	60.00	60.00	1.00	1.00
2000	15	0.10	128	00BFCF05 A817DE90	32.00	23B8A47F 2817DE90	32.00	1	1	60.00	60.00	0.00	0.00
2000	15	0.30	64	00BFCF05 A817DE90	32.00	23B8A47F 2817DE90	32.00	1	1	60.00	60.00	0.00	0.00
2000	15	0.30	128	00BFCF05 A817DE90	32.00	23B8A47F 2817DE90	32.00	1	1	60.00	60.00	0.00	1.00
2000	15	0.50	64	ED8AE2EA C2CCEABB	32.00	9D56CA1E 90B617AF	32.00	1	1	61.00	61.00	0.00	0.00
2000	15	0.50	128	ED8AE2EA C2CCEABB	32.00	9D56CA1E 90B617AF	32.00	1	1	61.00	61.00	0.00	0.00
2000	15	0.70	64	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	208	18	64.00	62.00	5.00	1.00
2000	15	0.70	128	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	399	18	70.00	65.00	8.00	1.00
2000	15	0.90	64	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	80	19	72.00	71.00	2.00	1.00
2000	15	0.90	128	F9B649B1 AEA041E4	32.00	9B45F7A6 8E85C147	32.00	17	21	73.00	73.00	2.00	2.00
