TS ITER	TS TL	TS EP	MDEC		 BR L		BRL S	BR R			BRR S	BRLITER	BRRITER	BRLPG	BRRPG	BRLT	BRRT
2000	10	0.10	64	FE3BC40E 274DC0A4	32.00	14D83369 4766B273	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.10	128	428BC69F 7AFDBDF3	32.00	4769169C 15D78F40	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.30	64	428BC69F 7AFDBDF3	32.00	4769169C 15D78F40	32.00	1	1	0.00	0.00	1.00	1.00
2000	10	0.30	128	07E0BA88 3DB2CA1E	32.00	E66FE5B7 768F3C19	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.50	64	4FE0BA88 75B2CA1E	32.00	DE6FE5B7 7E8F3C19	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.50	128	4FE0BA88 75B2CA1E	32.00	DE6FE5B7 7E8F3C19	32.00	1	1	0.00	0.00	0.00	0.00
2000	10	0.70	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	601	18	3.00	0.00	4.00	0.00
2000	10	0.70	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	146	780	4.00	6.00	2.00	4.00
2000	10	0.90	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	591	12	8.00	6.00	4.00	1.00
2000	10	0.90	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	22	1621	8.00	15.00	0.00	11.00
2000	10	1.10	64	62DF8F57 58B1D52B	0.00	F323AE4E 711B3792	0.00	2000	2000	24.00	24.00	15.00	15.00
2000	15	0.10	64	37004C17 6C92986B	32.00	136B7D60 51D2E46C	32.00	1	1	24.00	25.00	0.00	0.00
2000	15	0.10	128	37004C17 6C92986B	32.00	136B7D60 51D2E46C	32.00	1	1	25.00	25.00	0.00	0.00
2000	15	0.30	64	37004C17 6C92986B	32.00	F36B7D60 71D2E46C	32.00	1	1	25.00	25.00	0.00	0.00
2000	15	0.30	128	37004C17 6C92986B	32.00	F36B7D60 71D2E46C	32.00	1	1	25.00	25.00	0.00	0.00
2000	15	0.50	64	37004C17 6C92986B	32.00	136B7D60 51D2E46C	32.00	1	1	25.00	25.00	0.00	0.00
2000	15	0.50	128	37004C17 6C92986B	32.00	136B7D60 51D2E46C	32.00	1	1	25.00	25.00	0.00	0.00
2000	15	0.70	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	13	783	25.00	27.00	0.00	3.00
2000	15	0.70	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	18	15	27.00	27.00	0.00	0.00
2000	15	0.90	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	18	15	27.00	27.00	0.00	0.00
2000	15	0.90	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	18	15	28.00	28.00	1.00	1.00
2000	15	1.10	64	40298F01 655BD595	0.00	4960098B 1BDE5855	0.00	2000	2000	36.00	36.00	10.00	10.00
2000	20	0.10	64	F90641E8 227942BE	32.00	4960098B 1BDE5855	32.00	1	1	36.00	36.00	0.00	0.00
2000	20	0.10	128	F90641E8 227942BE	32.00	4960098B 1BDE5855	32.00	1	1	36.00	36.00	0.00	0.00
2000	20	0.30	64	F90641E8 227942BE	32.00	4960098B 1BDE5855	32.00	1	1	36.00	36.00	0.00	0.00
2000	20	0.30	128	F90641E8 227942BE	32.00	4960098B 1BDE5855	32.00	1	1	36.00	36.00	0.00	0.00
2000	20	0.50	64	390641E8 627942BE	32.00	4966C98B 1BDE1855	32.00	1	2	36.00	36.00	0.00	0.00
2000	20	0.50	128	68591596 5D2C4EEC	32.00	E0AE9CA2 7C96052E	32.00	2	1	36.00	36.00	0.00	0.00
2000	20	0.70	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	149	853	37.00	39.00	1.00	3.00
2000	20	0.70	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	147	142	39.00	39.00	1.00	1.00
2000	20	0.90	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	645	14	41.00	39.00	3.00	0.00
2000	20	0.90	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	17	18	42.00	42.00	0.00	0.00
2000	20	1.10	64	3C0DA38B 617FE11F	0.00	5BF25301 0810D2CB	0.00	2000	2000	48.00	48.00	9.00	9.00
2000	25	0.10	64	F30BD2FA 287F1190	32.00	5BF25301 0810D2CB	32.00	1	1	48.00	48.00	0.00	0.00
2000	25	0.10	128	F30BD2FA 287F1190	32.00	5BF25301 0810D2CB	32.00	1	1	48.00	48.00	0.00	0.00
2000	25	0.30	64	530BD2FA 487F1190	32.00	5BF25301 0810D2CB	32.00	1	1	48.00	48.00	0.00	1.00
2000	25	0.30	128	5A60E6E4 43341DBA	32.00	FC3A2638 68C87FA4	32.00	1	1	48.00	49.00	0.00	0.00
2000	25	0.50	64	5A60E7E4 43341CBA	32.00	FC3A2638 68C87FA4	32.00	1	1	49.00	49.00	0.00	0.00
2000	25	0.50	128	5A60E7E4 43341CBA	32.00	FC3A2638 68C87FA4	32.00	1	1	49.00	49.00	0.00	0.00
2000	25	0.70	64	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	588	954	51.00	51.00	3.00	4.00
2000	25	0.70	128	1C408439 0152804D	32.00	201D71EF 3C24EFF1	32.00	1283	20	53.00	52.00	2.00	0.00
